PC1,PC2,PC3,PC4,PC5,Model,Protocol
0.5253132496553559,-0.46709354095551975,-0.10633057317777796,1.17595473476636,0.14353578893753283,Enhanced,LOSO
0.3670464176850868,-1.6745417464222527,0.9635701484943632,1.472497282988129,0.5661325094844993,Enhanced,LOSO
0.979545014035931,-0.12675774005030563,-1.1254562041467877,0.6426298886536136,0.4755959839396927,Enhanced,LOSO
0.2514977827644571,0.06264934719714306,1.0814126034603602,-0.20965956996297205,-1.4498380076625155,Enhanced,LOSO
0.7192716617907599,0.22561406316380161,0.4456982781180659,0.08940156558356387,0.5255378933716258,Enhanced,LOSO
0.702934184521982,0.32355141831196504,-1.1538270849899226,-1.7767582716591828,0.6832100917747228,Enhanced,LOSO
0.7750813872307062,-0.205375024330797,-0.7527095204042783,0.3360242317682088,1.1971082531524075,Enhanced,LOSO
1.164602476646327,0.816038291066779,-1.7764482457876245,-0.7790536537283211,0.6117100500834688,Enhanced,LOSO
1.2457800346314127,0.12595367738973928,1.4396844924496575,-0.2381566150051341,0.20896653116587252,Enhanced,LOSO
1.0812591084757275,2.423080775651845,-0.5053425170608992,-0.45675956116931216,-0.0012862217428322353,Enhanced,LOSO
0.04763750600571807,-1.1257481986389586,0.5252560977906998,1.3090070538258545,0.2134675605781907,Enhanced,LOSO
0.5578995877000232,-0.4544601785890472,0.4408826409782628,-0.3119016468674322,0.7039191132201411,Enhanced,LOSO
0.8230684903986493,0.3613399274824631,0.6212281086516674,-0.5234767693026624,0.8893255282417404,Enhanced,LOSO
1.1540363525694974,-0.4164410789472743,0.2843898131366266,-0.9979419888293355,-0.008010289068897013,Enhanced,LOSO
0.8298646016208068,-0.6199097286701826,0.208409423635129,-0.959977233751156,-0.9504064886118286,Enhanced,LOSO
0.6680464694742616,-0.5877240249812712,0.9309378165013807,0.5774089196597294,0.22681721814031672,Enhanced,LOSO
0.631353576097509,0.504626574373149,-2.037710780041695,2.259197371603892,-1.7695448433872933,Enhanced,LOSO
0.6340506919241959,0.3465899024986128,-0.7823024037586053,-0.35679815207051363,0.42643131940267565,Enhanced,LOSO
0.4212477302545299,-1.2308774446414985,-0.41337027210351457,0.6242734753492362,0.5361710152629634,Enhanced,LOSO
1.2486288065918505,0.6120637635802066,-0.45521807538145215,-1.3079683503302526,-0.4939623306236175,Enhanced,LOSO
0.3811286383353094,0.34687320464618443,0.0676101564753811,-1.3956443215574736,-0.19862582069963852,Enhanced,LOSO
0.7077749712346381,-0.5951327973322705,1.411356660382646,1.2826101948125912,-0.22951639021275155,Enhanced,LOSO
1.1486912688486377,0.7129802518554216,0.6609812846404669,0.03689653654690799,0.13806390397763613,Enhanced,LOSO
1.1113104193163224,0.7709893364673519,1.2177582305228958,2.2218796624116712,-0.5426568425401432,Enhanced,LOSO
0.2803881266090828,-0.48729796616721927,1.0927604463206018,-1.1507419832620451,0.5375587572188493,Enhanced,LOSO
0.4145016836867215,-1.426768302614184,-0.03945174424292199,-0.114260834864706,0.688470806984503,Enhanced,LOSO
0.6884758877747429,-0.5401442776123945,1.173933910840556,1.1412486702142628,1.1780106965212829,Enhanced,LOSO
0.11770369344700682,1.2108348731995517,-0.34000885633574757,-1.111261298218397,0.7366866812427485,Enhanced,LOSO
0.8848126034344612,-1.5514991753230778,0.5254610772274677,1.4790669790569368,-1.4610185626550807,Enhanced,LOSO
0.546639056995923,1.1057497004565882,-2.011583269161001,0.30434458986694984,-1.0968221292120444,Enhanced,LOSO
1.018074935083838,-0.8733220341002498,0.914514827419464,2.157151441004412,0.10611522109320608,Enhanced,LOSO
0.9896861728595409,-1.5119407870628723,0.12958435967357512,-0.007262214139227719,-1.4616716607703124,Enhanced,LOSO
0.27537925682949793,-1.1575175529226853,-0.3577694325299173,1.14798348006712,-1.1493460548573604,Enhanced,LOSO
